rowid,pl_hostname,pl_discmethod,pl_pnum,pl_orbper,pl_orbsmax,pl_bmassj,st_dist,st_teff,st_mass
1632,Kepler-1499,Transit,1,44.2008,,,310,5097,0.82
1633,Kepler-15,Transit,1,4.942782,0.05714,0.66,,5515,1.02
1634,Kepler-150,Transit,5,3.428054,0.044,,927,5560,
1635,Kepler-150,Transit,5,7.381998,0.073,,927,5560,
1636,Kepler-150,Transit,5,12.56093,0.104,,927,5560,
1637,Kepler-150,Transit,5,30.826557,0.189,,927,5560,
1638,Kepler-150,Transit,5,637.2093,1.24,,927,5560,
1639,Kepler-1500,Transit,1,15.0330105,,,904,5845,1
1640,Kepler-1501,Transit,1,14.5564533,,,888,6229,1.2
1641,Kepler-1502,Transit,1,41.7083629,,,1540,6666,1.44
1642,Kepler-1503,Transit,1,96.16987,,,850,5069,0.77
1643,Kepler-1504,Transit,1,82.304003,,,1029,5393,0.85
1644,Kepler-1505,Transit,1,30.8609366,,,359,5686,0.93
1645,Kepler-1506,Transit,1,14.0329154,,,1318,5676,0.95
1646,Kepler-1507,Transit,1,16.0506213,,,342,5410,0.89
1647,Kepler-1508,Transit,1,20.7056504,,,892,6158,1.14
1648,Kepler-1509,Transit,1,25.4338197,,,1277,5780,1
1649,Kepler-151,Transit,2,15.228958,0.116,,,5460,0.83
1650,Kepler-151,Transit,2,24.674612,0.16,,,5460,0.83
1651,Kepler-1510,Transit,1,84.703921,,,1615,6200,1.19
1652,Kepler-1511,Transit,1,23.2382792,,,897,6064,1.17
1653,Kepler-1512,Transit,1,20.35972599,,,162,4372,0.73
1654,Kepler-1513,Transit,1,160.8846509,,,384,5617,0.99
1655,Kepler-1514,Transit,1,217.8317626,,,379,6251,1.21
1656,Kepler-1515,Transit,1,214.3114164,,,504,6511,1.3
1657,Kepler-1516,Transit,1,7.25931979,,,872,5904,1.04
1658,Kepler-1517,Transit,1,5.54608367,,,869,7010,1.58
1659,Kepler-1518,Transit,1,5.11177904,,,1140,6846,1.54
1660,Kepler-1519,Transit,1,240.7989397,,,858,5644,0.94
1661,Kepler-152,Transit,2,18.207973,0.124,,,5088,
1662,Kepler-152,Transit,2,88.255055,0.356,,,5088,
1663,Kepler-1520,Transit,1,0.65355357,,,636,4677,0.76
1664,Kepler-1521,Transit,1,47.14840805,,,227,5042,0.81
1665,Kepler-1522,Transit,1,1.84788917,,,690,5706,0.96
1666,Kepler-1523,Transit,1,0.93875077,,,918,5708,0.97
1667,Kepler-1524,Transit,1,70.9674603,,,506,6179,1.17
1668,Kepler-1525,Transit,1,2.41660118,,,396,5748,1.07
1669,Kepler-1526,Transit,1,3.908632,,,576,4601,0.73
1670,Kepler-1527,Transit,1,160.129918,,,1560,6224,1.21
1671,Kepler-1528,Transit,1,1.79111021,,,916,5857,1.03
